date,avg,min,max,open,close
16.08.2006,1479.495,1463.67,1495.32,1476.34,1487.30
17.08.2006,1477.81,1464.16,1491.46,1487.33,1466.95
18.08.2006,1432.15,1395.98,1468.32,1466.71,1404.73
21.08.2006,1419.84,1403.44,1436.24,1405.03,1430.93
22.08.2006,1443.98,1430.93,1457.03,1431.05,1456.93
23.08.2006,1453.115,1438.23,1468.00,1456.94,1456.64
24.08.2006,1447.125,1437.33,1456.92,1456.15,1440.09
25.08.2006,1450.595,1440.09,1461.10,1440.10,1456.73
28.08.2006,1451.075,1445.29,1456.86,1456.73,1450.58
29.08.2006,1458.26,1441.16,1475.36,1450.58,1450.50
30.08.2006,1458.495,1450.41,1466.58,1450.43,1459.16
31.08.2006,1458.93,1443.61,1474.25,1459.18,1448.72
01.09.2006,1442.525,1431.33,1453.72,1448.72,1434.01
04.09.2006,1442.32,1431.26,1453.38,1434.05,1451.30
05.09.2006,1462.455,1442.70,1482.21,1451.30,1481.21
06.09.2006,1462.255,1443.30,1481.21,1481.19,1446.37
07.09.2006,1421.005,1395.64,1446.37,1446.31,1402.36
08.09.2006,1404.575,1395.30,1413.85,1402.36,1405.87
11.09.2006,1374.72,1343.57,1405.87,1405.86,1349.28
12.09.2006,1360.325,1348.82,1371.83,1349.81,1371.58
13.09.2006,1376.515,1356.99,1396.04,1371.46,1384.16
14.09.2006,1395.955,1379.16,1412.75,1384.31,1381.32
15.09.2006,1380.425,1364.63,1396.22,1379.17,1369.59
18.09.2006,1378.93,1367.38,1390.48,1369.59,1384.47
19.09.2006,1391.985,1384.47,1399.50,1384.48,1396.07
20.09.2006,1375.87,1355.67,1396.07,1396.06,1369.40
21.09.2006,1357.49,1338.70,1376.28,1368.96,1347.78
22.09.2006,1328.35,1299.47,1357.23,1347.78,1300.21
25.09.2006,1276.795,1253.38,1300.21,1300.21,1255.48
26.09.2006,1280.625,1255.48,1305.77,1255.51,1305.77
27.09.2006,1324.525,1305.77,1343.28,1305.87,1333.55
28.09.2006,1353.15,1333.55,1372.75,1333.55,1368.09
29.09.2006,1365.56,1351.19,1379.93,1368.09,1367.24
02.10.2006,1371.745,1358.84,1384.65,1367.27,1369.39
03.10.2006,1350.105,1330.82,1369.39,1368.02,1334.56
04.10.2006,1325.01,1304.65,1345.37,1334.52,1338.27
05.10.2006,1367.24,1338.27,1396.21,1338.70,1385.13
06.10.2006,1376.555,1363.06,1390.05,1385.14,1374.71
09.10.2006,1389.975,1367.00,1412.95,1374.72,1412.24
10.10.2006,1407.655,1394.20,1421.11,1412.20,1409.31
11.10.2006,1402.615,1387.02,1418.21,1409.24,1417.90
12.10.2006,1408.775,1399.65,1417.90,1417.70,1412.70
13.10.2006,1426.69,1412.70,1440.68,1413.23,1439.57
16.10.2006,1438.76,1426.53,1450.99,1439.69,1438.13
17.10.2006,1439.725,1421.70,1457.75,1438.16,1424.10
18.10.2006,1437.235,1422.80,1451.67,1424.10,1448.47
19.10.2006,1446.96,1438.54,1455.38,1448.45,1455.07
20.10.2006,1451.71,1436.60,1466.82,1455.07,1442.83
23.10.2006,1436.415,1424.77,1448.06,1442.80,1439.74
24.10.2006,1430.45,1416.24,1444.66,1439.78,1429.47
25.10.2006,1436.74,1424.38,1449.10,1429.47,1449.10
26.10.2006,1450.22,1437.50,1462.94,1449.11,1443.08
27.10.2006,1432.205,1420.02,1444.39,1443.07,1434.97
30.10.2006,1417.755,1400.54,1434.97,1434.97,1403.65
31.10.2006,1413.285,1399.46,1427.11,1403.66,1426.86
01.11.2006,1442.52,1426.86,1458.18,1426.87,1456.00
02.11.2006,1444.41,1432.82,1456.00,1455.99,1435.21
03.11.2006,1444.39,1434.13,1454.65,1435.20,1452.72
07.11.2006,1470.69,1452.72,1488.66,1453.12,1480.88
08.11.2006,1476.5,1468.62,1484.38,1480.88,1477.37
09.11.2006,1491.24,1477.37,1505.11,1477.41,1502.86
10.11.2006,1497.02,1487.28,1506.76,1502.86,1503.55
13.11.2006,1503.28,1495.37,1511.19,1503.54,1500.30
14.11.2006,1498.965,1490.18,1507.75,1500.30,1498.73
15.11.2006,1502.99,1496.84,1509.14,1498.75,1504.61
16.11.2006,1509.54,1498.08,1521.00,1504.65,1519.01
17.11.2006,1502.28,1485.55,1519.01,1519.00,1500.11
20.11.2006,1495.885,1485.94,1505.83,1500.13,1490.58
21.11.2006,1501.79,1490.58,1513.00,1490.63,1509.87
22.11.2006,1511.425,1501.04,1521.81,1509.88,1502.53
23.11.2006,1510.675,1502.53,1518.82,1502.87,1516.67
24.11.2006,1515.235,1508.74,1521.73,1516.67,1518.06
27.11.2006,1522.96,1516.44,1529.48,1518.06,1518.79
28.11.2006,1513.46,1505.81,1521.11,1518.79,1521.11
29.11.2006,1534.31,1521.11,1547.51,1521.11,1546.95
30.11.2006,1551.99,1545.15,1558.83,1546.97,1550.58
01.12.2006,1555.97,1546.42,1565.52,1550.70,1550.04
04.12.2006,1557.52,1550.04,1565.00,1550.06,1564.14
05.12.2006,1576.83,1564.13,1589.53,1564.14,1580.94
06.12.2006,1592.395,1580.94,1603.85,1581.00,1602.42
07.12.2006,1605.775,1595.47,1616.08,1602.36,1607.10
08.12.2006,1608.78,1599.82,1617.74,1607.14,1613.27
11.12.2006,1612.26,1597.37,1627.15,1613.27,1611.67
12.12.2006,1614.46,1605.27,1623.65,1611.67,1608.44
13.12.2006,1590.11,1569.53,1610.69,1608.44,1599.74
14.12.2006,1607.385,1599.74,1615.03,1599.80,1614.09
15.12.2006,1622.085,1614.09,1630.08,1614.38,1627.69
18.12.2006,1627.965,1622.21,1633.72,1627.69,1631.50
19.12.2006,1607.145,1582.79,1631.50,1631.47,1604.19
20.12.2006,1617.61,1604.19,1631.03,1604.24,1625.16
21.12.2006,1622.335,1614.60,1630.07,1625.16,1629.82
22.12.2006,1626.86,1617.76,1635.96,1629.85,1619.47
25.12.2006,1616.15,1608.99,1623.31,1619.47,1614.41
26.12.2006,1615.33,1610.36,1620.30,1614.42,1615.21
27.12.2006,1627.355,1611.46,1643.25,1615.17,1642.91
28.12.2006,1663.605,1642.90,1684.31,1642.90,1677.16
29.12.2006,1687.8,1677.16,1698.44,1677.16,1693.47
09.01.2007,1630.58,1567.69,1693.47,1692.14,1571.93
10.01.2007,1554.75,1528.85,1580.65,1571.93,1569.83
11.01.2007,1582.36,1556.53,1608.19,1569.64,1599.67
12.01.2007,1592.075,1581.30,1602.85,1599.57,1591.47
15.01.2007,1622.2,1591.47,1652.93,1591.67,1650.83
16.01.2007,1658.28,1636.15,1680.41,1650.83,1641.31
17.01.2007,1626.18,1597.21,1655.15,1641.30,1610.76
18.01.2007,1626.62,1605.36,1647.88,1610.76,1607.54
19.01.2007,1606.515,1595.60,1617.43,1607.54,1617.09
22.01.2007,1636.325,1617.09,1655.56,1617.09,1654.65
23.01.2007,1654.845,1643.39,1666.30,1654.64,1664.18
24.01.2007,1674.4,1658.48,1690.32,1664.18,1662.28
25.01.2007,1678.89,1662.28,1695.50,1662.30,1681.46
26.01.2007,1673.195,1664.93,1681.46,1681.27,1669.82
29.01.2007,1662.735,1640.44,1685.03,1669.82,1641.98
30.01.2007,1625.99,1606.44,1645.54,1641.97,1645.02
31.01.2007,1656.66,1645.02,1668.30,1645.03,1656.94
01.02.2007,1682.205,1656.94,1707.47,1656.95,1702.85
02.02.2007,1697.2,1682.19,1712.21,1702.85,1701.26
05.02.2007,1706.415,1698.68,1714.15,1701.26,1713.63
06.02.2007,1721.91,1708.00,1735.82,1713.63,1730.73
07.02.2007,1726.74,1714.59,1738.89,1730.73,1724.34
08.02.2007,1701.545,1678.70,1724.39,1724.33,1679.79
09.02.2007,1694.005,1679.76,1708.25,1679.76,1695.24
12.02.2007,1667.355,1639.47,1695.24,1695.21,1639.61
13.02.2007,1648.975,1618.92,1679.03,1639.61,1678.88
14.02.2007,1685.355,1676.80,1693.91,1678.88,1690.97
15.02.2007,1696.485,1685.40,1707.57,1690.97,1690.84
16.02.2007,1687.47,1676.59,1698.35,1690.85,1694.26
19.02.2007,1703.705,1694.25,1713.16,1694.26,1696.59
20.02.2007,1692.655,1682.34,1702.97,1696.59,1682.48
21.02.2007,1692.81,1682.48,1703.14,1682.48,1697.21
22.02.2007,1713.17,1697.21,1729.13,1697.98,1728.44
26.02.2007,1742.645,1728.44,1756.85,1728.44,1754.75
27.02.2007,1713.745,1672.74,1754.75,1754.74,1682.12
28.02.2007,1645.485,1608.85,1682.12,1682.00,1655.25
01.03.2007,1613.06,1553.01,1673.11,1655.23,1583.28
02.03.2007,1587.58,1566.48,1608.68,1583.33,1591.32
05.03.2007,1538.005,1484.69,1591.32,1591.23,1538.98
06.03.2007,1555.075,1538.98,1571.17,1539.00,1561.93
07.03.2007,1566.26,1548.88,1583.64,1561.95,1565.39
09.03.2007,1595.535,1565.39,1625.68,1566.39,1609.71
12.03.2007,1617.41,1599.41,1635.41,1609.71,1608.94
13.03.2007,1613.58,1596.39,1630.77,1608.95,1614.61
14.03.2007,1571.575,1528.54,1614.61,1610.88,1569.87
15.03.2007,1589.91,1569.87,1609.95,1569.87,1603.15
16.03.2007,1610.635,1598.78,1622.49,1603.14,1609.80
19.03.2007,1628.795,1609.80,1647.79,1609.80,1647.64
20.03.2007,1637.225,1617.24,1657.21,1647.68,1629.52
21.03.2007,1639.835,1629.09,1650.58,1629.52,1646.07
22.03.2007,1667.485,1646.07,1688.90,1646.08,1680.09
23.03.2007,1687.59,1671.60,1703.58,1680.09,1701.93
26.03.2007,1705.575,1697.75,1713.40,1701.96,1701.02
27.03.2007,1689.41,1675.97,1702.85,1700.92,1681.06
28.03.2007,1693.165,1679.17,1707.16,1681.06,1696.58
29.03.2007,1707.105,1696.21,1718.00,1696.59,1717.81
30.03.2007,1710.425,1690.49,1730.36,1717.82,1698.08
02.04.2007,1689.08,1679.87,1698.29,1698.09,1695.52
03.04.2007,1695.655,1685.54,1705.77,1695.53,1700.16
04.04.2007,1707.945,1700.07,1715.82,1700.16,1702.17
05.04.2007,1711.575,1702.17,1720.98,1702.17,1718.48
06.04.2007,1723.01,1718.48,1727.54,1718.48,1727.37
09.04.2007,1743.14,1727.37,1758.91,1727.37,1752.65
10.04.2007,1747.98,1734.19,1761.77,1752.65,1757.97
11.04.2007,1759.02,1752.09,1765.95,1758.01,1754.91
12.04.2007,1742.54,1730.15,1754.93,1754.91,1734.17
13.04.2007,1753.475,1734.17,1772.78,1734.19,1770.23
16.04.2007,1770.525,1760.51,1780.54,1770.25,1777.84
17.04.2007,1760.385,1742.93,1777.84,1777.84,1754.64
18.04.2007,1742.85,1726.26,1759.44,1754.60,1726.26
19.04.2007,1698.915,1671.57,1726.26,1726.17,1692.05
20.04.2007,1718.01,1692.05,1743.97,1692.32,1743.34
23.04.2007,1748.18,1738.26,1758.10,1743.38,1741.22
24.04.2007,1733.095,1714.74,1751.45,1741.22,1732.83
25.04.2007,1729.165,1714.05,1744.28,1732.77,1741.45
26.04.2007,1740.615,1723.60,1757.63,1741.46,1726.12
27.04.2007,1698.84,1668.65,1729.03,1726.12,1678.27
28.04.2007,1687.76,1678.06,1697.46,1678.26,1697.28
02.05.2007,1687.46,1676.49,1698.43,1697.28,1679.18
03.05.2007,1690.235,1679.18,1701.29,1679.19,1693.73
04.05.2007,1698.34,1691.56,1705.12,1693.73,1698.33
07.05.2007,1700.795,1694.36,1707.23,1698.33,1697.67
08.05.2007,1691.98,1681.29,1702.67,1697.67,1684.11
10.05.2007,1681.785,1659.08,1704.49,1684.11,1664.89
11.05.2007,1642.965,1621.04,1664.89,1664.89,1625.69
14.05.2007,1628.02,1606.33,1649.71,1625.85,1632.46
15.05.2007,1616.495,1600.53,1632.46,1632.44,1605.46
16.05.2007,1619.51,1603.04,1635.98,1605.51,1635.36
17.05.2007,1632.515,1616.07,1648.96,1635.36,1618.91
18.05.2007,1633.5,1618.91,1648.09,1619.13,1645.72
21.05.2007,1653.89,1645.53,1662.25,1645.96,1651.34
22.05.2007,1645.965,1633.98,1657.95,1651.34,1645.86
23.05.2007,1620.43,1595.00,1645.86,1645.83,1597.42
24.05.2007,1570.615,1543.81,1597.42,1596.18,1578.57
25.05.2007,1573.19,1555.38,1591.00,1578.50,1581.51
28.05.2007,1571.53,1547.43,1595.63,1581.51,1560.83
29.05.2007,1546.405,1518.30,1574.51,1560.82,1524.79
30.05.2007,1505.225,1485.66,1524.79,1524.42,1516.09
31.05.2007,1543.46,1516.09,1570.83,1516.10,1570.34
01.06.2007,1588.58,1555.67,1621.49,1570.41,1619.89
04.06.2007,1611.135,1597.73,1624.54,1619.89,1611.81
05.06.2007,1621.975,1611.81,1632.14,1611.81,1615.31
06.06.2007,1612.93,1596.98,1628.88,1615.35,1607.94
07.06.2007,1600.5,1585.90,1615.10,1607.91,1587.93
08.06.2007,1580.365,1566.32,1594.41,1587.93,1587.66
09.06.2007,1593.01,1586.02,1600.00,1587.66,1594.10
13.06.2007,1597.22,1582.71,1611.73,1594.03,1610.83
14.06.2007,1636.77,1610.83,1662.71,1611.57,1662.71
15.06.2007,1665.15,1651.00,1679.30,1662.71,1672.29
18.06.2007,1681.65,1672.29,1691.01,1672.29,1682.22
19.06.2007,1679.215,1665.78,1692.65,1682.22,1670.36
20.06.2007,1686.945,1670.36,1703.53,1670.37,1701.09
21.06.2007,1686.425,1671.76,1701.09,1700.95,1673.59
22.06.2007,1677.055,1667.98,1686.13,1673.61,1675.65
25.06.2007,1665.24,1654.83,1675.65,1675.60,1654.93
26.06.2007,1661.835,1649.51,1674.16,1654.93,1672.68
27.06.2007,1661.14,1649.60,1672.68,1672.67,1654.89
28.06.2007,1666.175,1654.89,1677.46,1654.90,1669.28
29.06.2007,1667.79,1656.73,1678.85,1669.70,1665.96
02.07.2007,1674.82,1665.28,1684.36,1665.96,1682.69
03.07.2007,1696.765,1682.69,1710.84,1682.69,1705.49
04.07.2007,1705.0,1699.50,1710.50,1705.55,1702.04
05.07.2007,1717.91,1702.04,1733.78,1702.20,1729.26
06.07.2007,1727.52,1718.97,1736.07,1729.26,1734.63
09.07.2007,1745.34,1734.63,1756.05,1734.63,1753.75
10.07.2007,1737.71,1721.67,1753.75,1753.51,1723.30
11.07.2007,1726.82,1709.11,1744.53,1723.30,1737.63
12.07.2007,1763.375,1737.63,1789.12,1737.63,1787.79
13.07.2007,1796.605,1785.66,1807.55,1787.82,1791.55
16.07.2007,1788.025,1777.06,1798.99,1791.55,1792.99
17.07.2007,1778.975,1764.96,1792.99,1792.98,1789.88
18.07.2007,1772.87,1755.86,1789.88,1789.63,1767.64
19.07.2007,1785.225,1767.63,1802.82,1767.64,1799.74
20.07.2007,1800.64,1783.70,1817.58,1799.77,1791.60
23.07.2007,1793.81,1775.52,1812.10,1791.55,1807.28
24.07.2007,1788.84,1766.66,1811.02,1807.28,1766.92
25.07.2007,1764.835,1748.67,1781.00,1766.91,1780.62
26.07.2007,1756.55,1721.06,1792.04,1780.66,1724.28
27.07.2007,1700.955,1677.63,1724.28,1724.27,1703.01
30.07.2007,1706.81,1685.40,1728.22,1703.01,1702.63
31.07.2007,1719.855,1702.63,1737.08,1702.63,1734.42
01.08.2007,1706.095,1677.77,1734.42,1734.41,1693.14
02.08.2007,1703.01,1693.14,1712.88,1693.14,1712.20
03.08.2007,1717.58,1706.22,1728.94,1712.37,1715.47
06.08.2007,1697.835,1680.20,1715.47,1715.47,1689.42
07.08.2007,1699.255,1687.92,1710.59,1689.42,1692.10
08.08.2007,1708.83,1692.10,1725.56,1692.13,1725.32
09.08.2007,1703.57,1670.48,1736.66,1725.32,1676.36
10.08.2007,1651.265,1626.17,1676.36,1676.32,1644.13
13.08.2007,1662.905,1644.13,1681.68,1644.14,1680.03
14.08.2007,1675.27,1666.22,1684.32,1680.02,1676.85
15.08.2007,1656.67,1636.49,1676.85,1676.53,1639.68
16.08.2007,1611.59,1583.50,1639.68,1639.64,1599.39
17.08.2007,1603.6,1567.40,1639.80,1599.39,1637.81
20.08.2007,1633.965,1621.66,1646.27,1637.83,1621.98
21.08.2007,1605.53,1582.15,1628.91,1622.05,1606.62
22.08.2007,1615.545,1596.77,1634.32,1606.62,1632.99
23.08.2007,1644.965,1632.99,1656.94,1632.99,1634.06
24.08.2007,1628.44,1614.84,1642.04,1633.63,1634.01
27.08.2007,1648.26,1634.01,1662.51,1634.01,1656.32
28.08.2007,1648.41,1639.76,1657.06,1656.32,1642.29
29.08.2007,1629.95,1617.61,1642.29,1642.28,1640.78
30.08.2007,1651.255,1639.48,1663.03,1640.79,1641.06
31.08.2007,1661.13,1641.06,1681.20,1641.06,1677.02
03.09.2007,1677.725,1669.14,1686.31,1677.02,1678.74
04.09.2007,1669.0,1659.26,1678.74,1678.74,1663.23
05.09.2007,1662.145,1652.99,1671.30,1663.24,1654.00
06.09.2007,1665.27,1654.00,1676.54,1654.06,1673.14
07.09.2007,1653.495,1633.82,1673.17,1673.13,1638.11
10.09.2007,1638.36,1630.83,1645.89,1638.11,1641.04
11.09.2007,1646.32,1641.04,1651.60,1641.15,1648.65
12.09.2007,1644.78,1633.16,1656.40,1648.65,1635.69
13.09.2007,1651.34,1635.69,1666.99,1635.69,1666.49
14.09.2007,1660.895,1652.66,1669.13,1666.49,1660.08
17.09.2007,1649.895,1638.82,1660.97,1660.06,1648.23
18.09.2007,1659.68,1646.89,1672.47,1648.23,1669.06
19.09.2007,1700.06,1669.06,1731.06,1669.06,1730.74
20.09.2007,1717.655,1704.57,1730.74,1730.74,1716.60
21.09.2007,1719.775,1711.70,1727.85,1716.62,1725.11
24.09.2007,1730.735,1719.20,1742.27,1725.11,1736.37
25.09.2007,1719.44,1702.50,1736.38,1736.38,1703.72
26.09.2007,1724.42,1703.72,1745.12,1703.72,1744.91
27.09.2007,1752.68,1744.91,1760.45,1745.65,1755.48
28.09.2007,1756.9,1750.47,1763.33,1755.50,1759.44
01.10.2007,1741.88,1724.32,1759.44,1759.44,1733.39
02.10.2007,1764.795,1733.39,1796.20,1733.41,1795.06
03.10.2007,1790.35,1773.80,1806.90,1795.06,1778.66
04.10.2007,1776.705,1767.29,1786.12,1778.64,1777.82
05.10.2007,1792.53,1777.80,1807.26,1777.82,1802.45
08.10.2007,1809.95,1798.69,1821.21,1802.47,1808.42
09.10.2007,1813.545,1798.66,1828.43,1808.30,1827.99
10.10.2007,1827.275,1815.40,1839.15,1828.02,1817.97
11.10.2007,1833.655,1817.97,1849.34,1817.97,1848.82
12.10.2007,1835.365,1821.91,1848.82,1848.72,1835.21
15.10.2007,1843.485,1835.21,1851.76,1835.21,1839.38
16.10.2007,1830.075,1820.70,1839.45,1839.38,1821.53
17.10.2007,1819.36,1809.06,1829.66,1821.52,1827.74
18.10.2007,1813.095,1792.91,1833.28,1827.81,1799.93
19.10.2007,1805.11,1794.31,1815.91,1799.93,1801.42
22.10.2007,1781.89,1762.36,1801.42,1801.28,1772.35
23.10.2007,1786.875,1772.35,1801.40,1772.35,1799.36
24.10.2007,1792.715,1784.51,1800.92,1799.36,1792.05
25.10.2007,1810.075,1792.04,1828.11,1792.04,1816.90
26.10.2007,1835.955,1816.90,1855.01,1816.90,1854.47
29.10.2007,1869.785,1854.47,1885.10,1854.47,1872.00
30.10.2007,1858.595,1845.19,1872.00,1872.00,1855.63
31.10.2007,1862.525,1847.71,1877.34,1855.63,1874.73
01.11.2007,1879.87,1849.56,1910.18,1875.11,1866.49
02.11.2007,1865.09,1845.10,1885.08,1866.49,1879.41
06.11.2007,1893.3,1877.47,1909.13,1879.49,1907.63
07.11.2007,1907.885,1891.81,1923.96,1907.63,1903.55
08.11.2007,1900.085,1875.55,1924.62,1903.54,1917.29
09.11.2007,1910.835,1888.47,1933.20,1917.28,1891.27
12.11.2007,1894.09,1881.09,1907.09,1891.21,1890.01
13.11.2007,1875.875,1861.74,1890.01,1890.00,1868.62
14.11.2007,1871.855,1859.51,1884.20,1868.63,1878.00
15.11.2007,1866.295,1854.59,1878.00,1878.00,1855.98
16.11.2007,1841.94,1827.90,1855.98,1855.96,1833.28
19.11.2007,1826.66,1805.41,1847.91,1833.28,1805.84
20.11.2007,1806.2,1790.70,1821.70,1805.84,1816.00
21.11.2007,1797.36,1778.72,1816.00,1815.99,1785.39
22.11.2007,1778.54,1761.61,1795.47,1785.39,1776.84
23.11.2007,1781.345,1768.92,1793.77,1776.83,1793.03
26.11.2007,1809.66,1793.03,1826.29,1793.17,1816.85
27.11.2007,1802.77,1786.96,1818.58,1816.81,1791.89
28.11.2007,1795.935,1778.29,1813.58,1791.92,1813.09
29.11.2007,1825.335,1813.09,1837.58,1813.15,1822.59
30.11.2007,1837.845,1822.59,1853.10,1822.59,1850.64
03.12.2007,1847.04,1836.61,1857.47,1850.71,1838.78
04.12.2007,1840.365,1832.00,1848.73,1838.77,1834.73
05.12.2007,1864.64,1833.86,1895.42,1834.73,1895.39
06.12.2007,1897.855,1883.14,1912.57,1895.40,1891.16
07.12.2007,1905.235,1891.16,1919.31,1891.16,1913.38
10.12.2007,1925.445,1898.65,1952.24,1913.41,1945.53
11.12.2007,1954.895,1942.05,1967.74,1945.53,1951.38
12.12.2007,1949.4,1928.34,1970.46,1951.38,1969.91
13.12.2007,1945.655,1921.40,1969.91,1969.91,1928.99
14.12.2007,1908.77,1880.74,1936.80,1928.99,1895.25
17.12.2007,1883.505,1867.97,1899.04,1895.12,1887.61
18.12.2007,1898.455,1883.50,1913.41,1887.60,1908.63
19.12.2007,1902.56,1884.62,1920.50,1908.68,1899.42
20.12.2007,1913.63,1899.42,1927.84,1899.52,1926.45
21.12.2007,1928.73,1917.95,1939.51,1926.47,1931.20
24.12.2007,1935.695,1927.51,1943.88,1931.19,1929.31
25.12.2007,1925.585,1916.17,1935.00,1929.36,1918.75
26.12.2007,1910.34,1901.02,1919.66,1918.75,1904.27
27.12.2007,1906.955,1896.14,1917.77,1904.29,1907.39
28.12.2007,1895.555,1883.72,1907.39,1907.35,1888.86
09.01.2008,1905.0,1888.86,1921.14,1888.86,1906.86
10.01.2008,1913.62,1905.04,1922.20,1906.86,1912.29
11.01.2008,1910.945,1901.59,1920.30,1912.30,1914.48
14.01.2008,1916.835,1902.15,1931.52,1914.46,1931.14
15.01.2008,1928.13,1913.90,1942.36,1931.13,1921.38
16.01.2008,1869.865,1818.35,1921.38,1921.28,1839.04
17.01.2008,1813.44,1779.29,1847.59,1838.94,1805.42
18.01.2008,1786.82,1768.22,1805.42,1805.40,1788.34
21.01.2008,1716.87,1645.40,1788.34,1788.34,1654.83
22.01.2008,1612.35,1509.13,1715.57,1654.53,1636.79
23.01.2008,1628.58,1563.26,1693.90,1636.97,1570.90
24.01.2008,1617.25,1570.90,1663.60,1570.92,1661.99
25.01.2008,1686.785,1661.99,1711.58,1662.05,1705.20
28.01.2008,1666.54,1627.88,1705.20,1705.15,1635.33
29.01.2008,1657.565,1635.33,1679.80,1636.31,1678.42
30.01.2008,1658.19,1637.96,1678.42,1678.42,1642.63
31.01.2008,1603.865,1560.19,1647.54,1642.64,1574.33
01.02.2008,1618.785,1574.33,1663.24,1574.33,1640.49
04.02.2008,1666.07,1640.49,1691.65,1640.50,1677.78
05.02.2008,1668.015,1625.53,1710.50,1677.78,1632.37
06.02.2008,1606.01,1572.52,1639.50,1632.32,1631.10
07.02.2008,1591.665,1549.56,1633.77,1630.97,1581.96
08.02.2008,1581.91,1553.44,1610.38,1581.96,1568.88
11.02.2008,1589.365,1561.22,1617.51,1568.88,1605.10
12.02.2008,1635.76,1605.10,1666.42,1605.10,1665.47
13.02.2008,1665.91,1635.89,1695.93,1665.47,1688.30
14.02.2008,1702.355,1684.64,1720.07,1690.94,1687.90
15.02.2008,1670.11,1646.64,1693.58,1687.71,1655.31
18.02.2008,1675.775,1655.31,1696.24,1655.46,1692.38
19.02.2008,1687.755,1668.41,1707.10,1692.38,1706.47
20.02.2008,1688.495,1670.52,1706.47,1705.61,1683.43
21.02.2008,1707.765,1683.43,1732.10,1683.86,1723.02
22.02.2008,1713.015,1697.23,1728.80,1722.90,1721.11
26.02.2008,1732.765,1718.58,1746.95,1721.16,1726.03
27.02.2008,1724.75,1704.45,1745.05,1726.03,1710.73
28.02.2008,1699.655,1687.13,1712.18,1710.73,1689.50
29.02.2008,1681.095,1654.64,1707.55,1689.50,1660.42
03.03.2008,1635.78,1611.14,1660.42,1660.39,1643.31
04.03.2008,1647.745,1623.03,1672.46,1643.31,1636.20
05.03.2008,1641.285,1626.60,1655.97,1636.19,1655.66
06.03.2008,1659.345,1645.96,1672.73,1655.81,1652.01
07.03.2008,1630.645,1609.28,1652.01,1652.00,1619.30
11.03.2008,1643.66,1612.15,1675.17,1619.28,1674.47
12.03.2008,1683.435,1668.46,1698.41,1674.48,1677.41
13.03.2008,1660.79,1644.17,1677.41,1677.38,1647.52
14.03.2008,1667.795,1644.58,1691.01,1647.40,1651.91
17.03.2008,1601.86,1551.81,1651.91,1651.88,1582.02
18.03.2008,1589.495,1570.82,1608.17,1582.07,1607.84
19.03.2008,1616.125,1595.90,1636.35,1607.89,1602.52
20.03.2008,1576.63,1550.74,1602.52,1602.47,1569.18
21.03.2008,1579.52,1569.18,1589.86,1569.19,1576.47
24.03.2008,1595.86,1568.37,1623.35,1576.47,1623.35
25.03.2008,1608.11,1589.93,1626.29,1623.36,1594.02
26.03.2008,1597.23,1587.41,1607.05,1594.03,1593.73
27.03.2008,1613.28,1592.32,1634.24,1593.73,1618.61
28.03.2008,1628.265,1617.01,1639.52,1618.64,1627.87
31.03.2008,1622.23,1608.22,1636.24,1627.87,1628.43
01.04.2008,1633.195,1615.79,1650.60,1628.43,1640.75
02.04.2008,1651.715,1640.34,1663.09,1640.76,1652.86
03.04.2008,1648.825,1631.01,1666.64,1652.86,1631.20
04.04.2008,1633.305,1623.73,1642.88,1631.20,1635.04
07.04.2008,1656.095,1635.04,1677.15,1635.09,1673.78
08.04.2008,1664.155,1654.53,1673.78,1673.78,1655.59
09.04.2008,1669.495,1654.07,1684.92,1655.60,1681.54
10.04.2008,1676.875,1665.74,1688.01,1681.57,1684.56
11.04.2008,1672.905,1648.41,1697.40,1684.57,1649.00
14.04.2008,1637.355,1625.71,1649.00,1647.53,1638.29
15.04.2008,1649.855,1638.29,1661.42,1638.48,1661.02
16.04.2008,1675.465,1658.11,1692.82,1661.13,1690.59
17.04.2008,1684.87,1664.01,1705.73,1690.70,1672.75
18.04.2008,1690.9,1672.75,1709.05,1672.76,1706.63
21.04.2008,1701.925,1686.11,1717.74,1706.63,1686.88
22.04.2008,1686.865,1677.90,1695.83,1686.88,1680.96
23.04.2008,1675.14,1658.32,1691.96,1680.96,1673.59
24.04.2008,1660.42,1643.71,1677.13,1673.61,1646.75
25.04.2008,1656.37,1642.60,1670.14,1646.75,1668.86
28.04.2008,1676.22,1665.51,1686.93,1668.87,1675.34
29.04.2008,1674.3,1668.03,1680.57,1675.37,1668.28
30.04.2008,1659.47,1650.01,1668.93,1668.28,1667.35
12.05.2008,1812.26,1795.67,1828.85,1795.77,1822.00
13.05.2008,1826.34,1807.27,1845.41,1822.00,1839.78
14.05.2008,1868.76,1832.46,1905.06,1839.79,1904.20
15.05.2008,1910.085,1888.39,1931.78,1904.20,1895.30
16.05.2008,1922.47,1895.30,1949.64,1895.30,1943.88
19.05.2008,1948.765,1931.21,1966.32,1943.47,1956.14
20.05.2008,1935.19,1914.24,1956.14,1956.14,1930.76
21.05.2008,1938.135,1912.82,1963.45,1930.76,1952.84
22.05.2008,1921.85,1890.84,1952.86,1952.86,1894.85
23.05.2008,1896.675,1877.50,1915.85,1894.85,1909.67
26.05.2008,1894.545,1879.42,1909.67,1909.66,1894.91
27.05.2008,1884.48,1851.98,1916.98,1894.96,1856.81
28.05.2008,1856.36,1839.60,1873.12,1856.71,1871.25
